Положение X	Положение Y	Положение Z
0.0588	21.6169	-0.1414
0.0588	21.6173	-0.1738
0.0593	21.6191	-0.1306
0.0593	21.6113	-0.2061
0.0597	21.6240	-0.1090
0.0599	21.6167	-0.1522
0.0601	21.6157	-0.1630
0.0603	21.6205	-0.1198
0.0605	21.6154	-0.1954
0.0605	21.6153	-0.1846
0.0636	21.6168	-0.1522
0.0637	21.6088	-0.2061
0.0642	21.6179	-0.1306
0.0642	21.6202	-0.1089
0.0643	21.6144	-0.1954
0.0645	21.6197	-0.0982
0.0647	21.6190	-0.1198
0.0650	21.6163	-0.1738
0.0653	21.6129	-0.1630
0.0655	21.6157	-0.1846
0.0655	21.6178	-0.1414
0.0687	21.6162	-0.1738
0.0689	21.6160	-0.1630
0.0691	21.6138	-0.1954
0.0697	21.6195	-0.1198
0.0700	21.6168	-0.1522
0.0700	21.6155	-0.1846
0.0704	21.6165	-0.1414
0.0705	21.6168	-0.1306
0.0709	21.6227	-0.0981
0.0710	21.6101	-0.2062
0.0714	21.6188	-0.1090
0.0748	21.6178	-0.1144
0.0748	21.6189	-0.1306
0.0749	21.6182	-0.1090
0.0749	21.6212	-0.0981
0.0749	21.6161	-0.1522
0.0750	21.6159	-0.1846
0.0750	21.6178	-0.1414
0.0755	21.6181	-0.1198
0.0762	21.6140	-0.1630
0.0763	21.6156	-0.1737
0.0767	21.6102	-0.2061
0.0768	21.6126	-0.1954
0.0781	21.6186	-0.1143
0.0790	21.6154	-0.1575
0.0791	21.6180	-0.1360
0.0792	21.6118	-0.2116
0.0795	21.6166	-0.1792
0.0795	21.6181	-0.1468
0.0796	21.6193	-0.1198
0.0797	21.6118	-0.1900
0.0797	21.6137	-0.1684
0.0802	21.6182	-0.1306
0.0803	21.6175	-0.1738
0.0804	21.6177	-0.1522
0.0804	21.6186	-0.1090
0.0805	21.6210	-0.0981
0.0816	21.6145	-0.1630
0.0816	21.6195	-0.1414
0.0820	21.6151	-0.1846
0.0822	21.6138	-0.2062
0.0823	21.6124	-0.1954
0.0831	21.6184	-0.1143
0.0841	21.6151	-0.1684
0.0843	21.6160	-0.1576
0.0843	21.6176	-0.1360
0.0844	21.6136	-0.1900
0.0845	21.6116	-0.2116
0.0848	21.6152	-0.1792
0.0848	21.6177	-0.1467
0.0849	21.6123	-0.1737
0.0851	21.6122	-0.2008
0.0854	21.6184	-0.1251
0.0857	21.6158	-0.1630
0.0858	21.6172	-0.1522
0.0865	21.6134	-0.1954
0.0866	21.6174	-0.1414
0.0866	21.6098	-0.2061
0.0869	21.6148	-0.1846
0.0872	21.6208	-0.0981
0.0873	21.6187	-0.1306
0.0877	21.6201	-0.1090
0.0881	21.6171	-0.1198
0.0886	21.6156	-0.1684
0.0888	21.6118	-0.2116
0.0889	21.6173	-0.1360
0.0890	21.6133	-0.1900
0.0893	21.6132	-0.2008
0.0896	21.6179	-0.1251
0.0897	21.6179	-0.1467
0.0898	21.6167	-0.1792
0.0902	21.6199	-0.0981
0.0904	21.6179	-0.1143
0.0905	21.6139	-0.1576
0.0908	21.6114	-0.1954
0.0910	21.6177	-0.1306
0.0911	21.6145	-0.1846
0.0912	21.6152	-0.1630
0.0912	21.6177	-0.1414
0.0913	21.6166	-0.1522
0.0913	21.6099	-0.2061
0.0914	21.6210	-0.1090
0.0917	21.6194	-0.1198
0.0927	21.6222	-0.0874
0.0927	21.6157	-0.1737
0.0936	21.6132	-0.2008
0.0937	21.6142	-0.1900
0.0944	21.6157	-0.1684
0.0944	21.6157	-0.1576
0.0949	21.6151	-0.1792
0.0950	21.6182	-0.1143
0.0952	21.6157	-0.1360
0.0952	21.6167	-0.1467
0.0953	21.6184	-0.1251
0.0956	21.6138	-0.2116
0.0960	21.6176	-0.1198
0.0964	21.6181	-0.1306
0.0967	21.6199	-0.1090
0.0967	21.6163	-0.1522
0.0967	21.6144	-0.1737
0.0971	21.6130	-0.1954
0.0972	21.6193	-0.1414
0.0975	21.6111	-0.2061
0.0976	21.6205	-0.0981
0.0978	21.6192	-0.0873
0.0979	21.6128	-0.1846
0.0984	21.6137	-0.1630
0.0989	21.6153	-0.1576
0.0994	21.6162	-0.1467
0.0995	21.6172	-0.1251
0.0995	21.6110	-0.2008
0.0996	21.6185	-0.1144
0.0997	21.6161	-0.1791
0.0998	21.6115	-0.2116
0.1007	21.6142	-0.1900
0.1007	21.6177	-0.1360
0.1013	21.6198	-0.1035
0.1015	21.6164	-0.1414
0.1016	21.6157	-0.1737
0.1020	21.6157	-0.1684
0.1020	21.6163	-0.1522
0.1022	21.6198	-0.0981
0.1025	21.6119	-0.2061
0.1025	21.6147	-0.1630
0.1028	21.6141	-0.1846
0.1028	21.6191	-0.1090
0.1028	21.6214	-0.0874
0.1032	21.6137	-0.1954
0.1036	21.6172	-0.1306
0.1036	21.6188	-0.1198
0.1044	21.6117	-0.2116
0.1045	21.6162	-0.1360
0.1045	21.6185	-0.1468
0.1048	21.6144	-0.1900
0.1048	21.6161	-0.1792
0.1051	21.6187	-0.1252
0.1053	21.6154	-0.1684
0.1054	21.6207	-0.1036
0.1064	21.6210	-0.0981
0.1065	21.6121	-0.2008
0.1065	21.6196	-0.1143
0.1067	21.6139	-0.1846
0.1069	21.6198	-0.1090
0.1071	21.6160	-0.1576
0.1072	21.6179	-0.1198
0.1073	21.6112	-0.2061
0.1074	21.6150	-0.1630
0.1075	21.6195	-0.0873
0.1076	21.6194	-0.1306
0.1076	21.6143	-0.1954
0.1086	21.6172	-0.1522
0.1088	21.6148	-0.1737
0.1097	21.6207	-0.1414
0.1100	21.6179	-0.1252
0.1102	21.6148	-0.1359
0.1102	21.6152	-0.1900
0.1105	21.6165	-0.1576
0.1107	21.6151	-0.1684
0.1109	21.6127	-0.2008
0.1112	21.6185	-0.1143
0.1114	21.6168	-0.1468
0.1120	21.6125	-0.2116
0.1121	21.6185	-0.1792
0.1122	21.6205	-0.1036
0.1123	21.6175	-0.1198
0.1125	21.6183	-0.1306
0.1127	21.6126	-0.1954
0.1129	21.6152	-0.1846
0.1130	21.6205	-0.0874
0.1135	21.6166	-0.1414
0.1139	21.6180	-0.1522
0.1139	21.6186	-0.1090
0.1140	21.6126	-0.2061
0.1140	21.6169	-0.1738
0.1141	21.6156	-0.1630
0.1146	21.6211	-0.0981
0.1152	21.6187	-0.1143
0.1156	21.6161	-0.1792
0.1157	21.6155	-0.1900
0.1158	21.6160	-0.1576
0.1159	21.6163	-0.1468
0.1166	21.6121	-0.2116
0.1166	21.6213	-0.1036
0.1168	21.6124	-0.2008
0.1176	21.6201	-0.0873
0.1177	21.6152	-0.1846
0.1177	21.6163	-0.1360
0.1179	21.6173	-0.1414
0.1180	21.6175	-0.1630
0.1181	21.6141	-0.1684
0.1182	21.6171	-0.1522
0.1182	21.6193	-0.1251
0.1187	21.6169	-0.1738
0.1189	21.6123	-0.2062
0.1195	21.6160	-0.1090
0.1200	21.6169	-0.1198
0.1201	21.6182	-0.1306
0.1201	21.6201	-0.0981
0.1202	21.6146	-0.1954
0.1209	21.6173	-0.1792
0.1210	21.6159	-0.1468
0.1211	21.6101	-0.2116
0.1216	21.6163	-0.1360
0.1218	21.6150	-0.1684
0.1219	21.6138	-0.2008
0.1221	21.6213	-0.1252
0.1223	21.6189	-0.1035
0.1227	21.6161	-0.1900
0.1228	21.6176	-0.1143
0.1229	21.6222	-0.0927
0.1230	21.6169	-0.1576
0.1233	21.6111	-0.2062
0.1235	21.6203	-0.0981
0.1236	21.6160	-0.1630
0.1236	21.6172	-0.1738
0.1237	21.6139	-0.1954
0.1241	21.6187	-0.1090
0.1243	21.6176	-0.1414
0.1245	21.6179	-0.1306
0.1245	21.6181	-0.1198
0.1245	21.6129	-0.1846
0.1248	21.6174	-0.1522
0.1250	21.6183	-0.0873
0.1260	21.6124	-0.2008
0.1262	21.6182	-0.1468
0.1265	21.6156	-0.1684
0.1268	21.6196	-0.1143
0.1268	21.6198	-0.0928
0.1270	21.6158	-0.1576
0.1271	21.6150	-0.1900
0.1271	21.6199	-0.1035
0.1277	21.6177	-0.1360
0.1277	21.6196	-0.1251
0.1280	21.6201	-0.1306
0.1281	21.6119	-0.2116
0.1283	21.6133	-0.1954
0.1288	21.6139	-0.1846
0.1291	21.6204	-0.0981
0.1291	21.6190	-0.1090
0.1291	21.6154	-0.1737
0.1291	21.6164	-0.1630
0.1291	21.6183	-0.1792
0.1294	21.6198	-0.1414
0.1296	21.6105	-0.2061
0.1297	21.6149	-0.1522
0.1298	21.6177	-0.1198
0.1305	21.6198	-0.0873
0.1316	21.6142	-0.1900
0.1316	21.6198	-0.1143
0.1317	21.6153	-0.1792
0.1319	21.6128	-0.2116
0.1319	21.6175	-0.1360
0.1320	21.6213	-0.1036
0.1322	21.6116	-0.2008
0.1322	21.6153	-0.1576
0.1328	21.6190	-0.1252
0.1331	21.6220	-0.0927
0.1335	21.6171	-0.1468
0.1337	21.6172	-0.1684
0.1339	21.6127	-0.1846
0.1341	21.6175	-0.1414
0.1341	21.6177	-0.1630
0.1343	21.6161	-0.1738
0.1344	21.6153	-0.1522
0.1344	21.6170	-0.1198
0.1345	21.6115	-0.2061
0.1347	21.6205	-0.1090
0.1352	21.6208	-0.0874
0.1356	21.6197	-0.0982
0.1357	21.6138	-0.1954
0.1363	21.6178	-0.1306
0.1367	21.6119	-0.2116
0.1369	21.6169	-0.1360
0.1373	21.6192	-0.0927
0.1378	21.6202	-0.1252
0.1382	21.6152	-0.1684
0.1384	21.6192	-0.1035
0.1385	21.6154	-0.1792
0.1385	21.6178	-0.1468
0.1390	21.6187	-0.1143
0.1391	21.6146	-0.1900
0.1391	21.6164	-0.1576
0.1394	21.6113	-0.2061
0.1395	21.6127	-0.2008
0.1398	21.6189	-0.0873
0.1398	21.6175	-0.1522
0.1399	21.6159	-0.1954
0.1403	21.6192	-0.1090
0.1403	21.6204	-0.0981
0.1405	21.6196	-0.1198
