Положение X	Положение Y	Положение Z
-0.0734	21.6086	-0.2023
-0.0726	21.6096	-0.1915
-0.0714	21.6079	-0.2131
-0.0667	21.6071	-0.2239
-0.0665	21.6089	-0.1806
-0.0652	21.6103	-0.1915
-0.0651	21.6074	-0.2131
-0.0648	21.6076	-0.2347
-0.0644	21.6094	-0.2454
-0.0644	21.6098	-0.2023
-0.0608	21.6086	-0.2023
-0.0606	21.6072	-0.2454
-0.0602	21.6091	-0.2131
-0.0596	21.6093	-0.1915
-0.0592	21.6097	-0.2347
-0.0590	21.6089	-0.2239
-0.0584	21.6069	-0.1806
-0.0560	21.6077	-0.2023
-0.0553	21.6095	-0.2131
-0.0553	21.6085	-0.2454
-0.0551	21.6097	-0.2239
-0.0540	21.6073	-0.1915
-0.0540	21.6087	-0.2347
-0.0539	21.6074	-0.1806
-0.0517	21.6077	-0.2076
-0.0514	21.6090	-0.1969
-0.0507	21.6084	-0.2239
-0.0503	21.6084	-0.1806
-0.0494	21.6102	-0.2347
-0.0490	21.6071	-0.2131
-0.0488	21.6093	-0.2454
-0.0488	21.6076	-0.1915
-0.0479	21.6081	-0.2023
-0.0476	21.6084	-0.2076
-0.0468	21.6100	-0.2293
-0.0465	21.6080	-0.2401
-0.0464	21.6076	-0.1969
-0.0460	21.6072	-0.2184
-0.0445	21.6090	-0.2347
-0.0445	21.6101	-0.1699
-0.0444	21.6081	-0.1915
-0.0441	21.6094	-0.2023
-0.0438	21.6063	-0.2130
-0.0437	21.6104	-0.2454
-0.0431	21.6108	-0.2239
-0.0428	21.6079	-0.1806
-0.0425	21.6097	-0.2293
-0.0421	21.6091	-0.2401
-0.0417	21.6089	-0.2185
-0.0405	21.6089	-0.2076
-0.0403	21.6086	-0.1968
-0.0398	21.6137	-0.1861
-0.0398	21.6107	-0.2023
-0.0398	21.6084	-0.2454
-0.0393	21.6088	-0.2239
-0.0390	21.6145	-0.2131
-0.0387	21.6084	-0.2347
-0.0381	21.6106	-0.1699
-0.0381	21.6084	-0.1806
-0.0378	21.6089	-0.1915
-0.0367	21.6079	-0.2076
-0.0366	21.6088	-0.2401
-0.0363	21.6077	-0.2293
-0.0356	21.6086	-0.1969
-0.0344	21.6107	-0.1645
-0.0343	21.6094	-0.2239
-0.0343	21.6077	-0.2185
-0.0341	21.6130	-0.2347
-0.0339	21.6110	-0.1806
-0.0339	21.6081	-0.1698
-0.0331	21.6074	-0.2454
-0.0327	21.6101	-0.2131
-0.0326	21.6075	-0.1914
-0.0323	21.6120	-0.2023
-0.0314	21.6098	-0.2076
-0.0312	21.6095	-0.1645
-0.0304	21.6060	-0.2184
-0.0297	21.6104	-0.1969
-0.0293	21.6066	-0.2401
-0.0291	21.6063	-0.2293
-0.0286	21.6104	-0.1915
-0.0282	21.6086	-0.1698
-0.0282	21.6089	-0.1806
-0.0278	21.6087	-0.2347
-0.0276	21.6075	-0.2131
-0.0275	21.6101	-0.2454
-0.0269	21.6090	-0.2239
-0.0264	21.6093	-0.2023
-0.0263	21.6082	-0.1645
-0.0252	21.6094	-0.2401
-0.0249	21.6063	-0.2293
-0.0246	21.6095	-0.1969
-0.0244	21.6112	-0.2185
-0.0244	21.6100	-0.2076
-0.0230	21.6105	-0.1806
-0.0228	21.6096	-0.1699
-0.0228	21.6084	-0.2131
-0.0228	21.6078	-0.2347
