Положение X	Положение Y	Положение Z
-0.2368	21.6533	-0.1775
-0.2367	21.6535	-0.1521
-0.2367	21.6484	-0.1927
-0.2366	21.6529	-0.2234
-0.2365	21.6538	-0.2183
-0.2364	21.6512	-0.2284
-0.2343	21.6411	-0.2283
-0.2343	21.6560	-0.1571
-0.2342	21.6529	-0.1928
-0.2342	21.6497	-0.1418
-0.2342	21.6492	-0.2131
-0.2341	21.6562	-0.1011
-0.2341	21.6411	-0.2182
-0.2340	21.6512	-0.1367
-0.2340	21.6458	-0.1061
-0.2340	21.6433	-0.2233
-0.2339	21.6448	-0.1673
-0.2338	21.6453	-0.1774
-0.2338	21.6484	-0.1826
-0.2338	21.6472	-0.1978
-0.2337	21.6482	-0.2029
-0.2337	21.6503	-0.1316
-0.2336	21.6400	-0.2079
-0.2319	21.6426	-0.1774
-0.2319	21.6566	-0.1266
-0.2319	21.6553	-0.1112
-0.2318	21.6501	-0.1673
-0.2318	21.6454	-0.1723
-0.2317	21.6318	-0.2079
-0.2317	21.6511	-0.1571
-0.2317	21.6473	-0.1316
-0.2316	21.6431	-0.1875
-0.2316	21.6488	-0.1622
-0.2316	21.6491	-0.1469
-0.2315	21.6357	-0.1824
-0.2315	21.6469	-0.1367
-0.2315	21.6340	-0.2130
-0.2315	21.6260	-0.2180
-0.2315	21.6543	-0.1214
-0.2312	21.6351	-0.1977
-0.2312	21.6328	-0.1926
-0.2312	21.6266	-0.2281
-0.2312	21.6258	-0.2231
-0.2312	21.6380	-0.1519
-0.2309	21.6506	-0.1418
-0.2306	21.6322	-0.2028
-0.2297	21.6508	-0.1011
-0.2294	21.6397	-0.1469
-0.2291	21.6416	-0.1265
-0.2291	21.6240	-0.1823
-0.2291	21.6360	-0.1519
-0.2291	21.6352	-0.1315
-0.2290	21.6423	-0.1112
-0.2290	21.6306	-0.1417
-0.2290	21.6304	-0.1722
-0.2290	21.6218	-0.1976
-0.2290	21.6243	-0.1874
-0.2290	21.6269	-0.1671
-0.2289	21.6422	-0.1214
-0.2289	21.6384	-0.1163
-0.2289	21.6254	-0.1772
-0.2286	21.6313	-0.1620
-0.2286	21.6117	-0.2229
-0.2286	21.6169	-0.1924
-0.2285	21.6324	-0.1366
-0.2285	21.6138	-0.2178
-0.2284	21.6091	-0.2280
-0.2284	21.6377	-0.1061
-0.2282	21.6237	-0.1569
-0.2280	21.6114	-0.2077
-0.2277	21.6097	-0.2127
-0.2276	21.6132	-0.2026
-0.2270	21.6024	-0.2050
-0.2270	21.6068	-0.2101
-0.2266	21.6378	-0.1060
-0.2266	21.6341	-0.1162
-0.2265	21.6394	-0.0959
-0.2264	21.6162	-0.1518
-0.2264	21.6274	-0.1213
-0.2264	21.6139	-0.1619
-0.2263	21.6327	-0.1010
-0.2263	21.6162	-0.1568
