Положение X	Положение Y	Положение Z
-0.2897	21.6437	-0.2049
-0.2871	21.6471	-0.1026
-0.2870	21.6483	-0.1183
-0.2867	21.6474	-0.1341
-0.2867	21.6490	-0.1262
-0.2867	21.6475	-0.1104
-0.2866	21.6420	-0.2128
-0.2866	21.6453	-0.1577
-0.2864	21.6450	-0.1735
-0.2863	21.6466	-0.1498
-0.2860	21.6461	-0.1419
-0.2860	21.6425	-0.2049
-0.2860	21.6409	-0.1970
-0.2859	21.6449	-0.1655
-0.2859	21.6433	-0.1813
-0.2859	21.6418	-0.1892
-0.2843	21.6419	-0.2049
-0.2843	21.6438	-0.1774
-0.2841	21.6444	-0.1616
-0.2834	21.6469	-0.1262
-0.2832	21.6453	-0.1104
-0.2831	21.6474	-0.1183
-0.2828	21.6416	-0.1577
-0.2828	21.6436	-0.1734
-0.2826	21.6450	-0.1341
-0.2826	21.6426	-0.1813
-0.2824	21.6408	-0.1970
-0.2823	21.6423	-0.1419
-0.2823	21.6455	-0.1026
-0.2822	21.6431	-0.1656
-0.2819	21.6410	-0.2128
-0.2819	21.6431	-0.1498
-0.2817	21.6390	-0.1891
-0.2808	21.6408	-0.1616
-0.2804	21.6426	-0.1773
-0.2804	21.6454	-0.1380
-0.2804	21.6409	-0.1301
-0.2803	21.6394	-0.1931
-0.2802	21.6430	-0.1537
-0.2802	21.6414	-0.1852
-0.2797	21.6443	-0.1341
-0.2797	21.6429	-0.1419
-0.2793	21.6381	-0.1970
-0.2786	21.6444	-0.1026
-0.2783	21.6424	-0.1104
-0.2783	21.6431	-0.1183
-0.2783	21.6401	-0.1813
-0.2782	21.6434	-0.1498
-0.2781	21.6372	-0.2127
-0.2780	21.6382	-0.2049
-0.2780	21.6433	-0.1577
-0.2779	21.6415	-0.1656
-0.2779	21.6377	-0.1891
-0.2779	21.6392	-0.1734
-0.2779	21.6422	-0.1262
-0.2774	21.6431	-0.1065
-0.2774	21.6408	-0.1616
-0.2773	21.6393	-0.1773
-0.2772	21.6380	-0.1852
-0.2770	21.6390	-0.1537
-0.2768	21.6405	-0.1144
-0.2768	21.6372	-0.1930
-0.2768	21.6395	-0.2009
-0.2768	21.6386	-0.1694
-0.2765	21.6434	-0.1380
-0.2765	21.6428	-0.1222
-0.2765	21.6349	-0.2088
-0.2763	21.6401	-0.1301
-0.2762	21.6412	-0.1458
-0.2754	21.6412	-0.1026
-0.2749	21.6383	-0.1498
-0.2747	21.6425	-0.1104
-0.2745	21.6410	-0.1576
-0.2745	21.6366	-0.1813
-0.2744	21.6365	-0.1891
-0.2743	21.6400	-0.1341
-0.2743	21.6384	-0.1655
-0.2743	21.6416	-0.1183
-0.2742	21.6411	-0.1262
-0.2741	21.6363	-0.2127
-0.2740	21.6365	-0.1970
-0.2740	21.6379	-0.1615
-0.2738	21.6381	-0.1734
-0.2737	21.6361	-0.2049
-0.2736	21.6405	-0.1065
-0.2734	21.6355	-0.2088
-0.2733	21.6391	-0.1301
-0.2733	21.6386	-0.1419
-0.2732	21.6388	-0.1458
-0.2732	21.6384	-0.1694
-0.2732	21.6405	-0.1222
-0.2728	21.6379	-0.1773
-0.2728	21.6402	-0.1380
-0.2728	21.6388	-0.1144
-0.2724	21.6400	-0.2009
-0.2724	21.6392	-0.1537
-0.2719	21.6379	-0.1261
-0.2718	21.6347	-0.1851
-0.2718	21.6359	-0.1734
-0.2717	21.6352	-0.1930
-0.2713	21.6348	-0.2127
-0.2712	21.6366	-0.1655
-0.2710	21.6419	-0.1498
-0.2709	21.6384	-0.1577
-0.2709	21.6348	-0.1891
-0.2709	21.6391	-0.1026
-0.2709	21.6338	-0.1812
-0.2708	21.6326	-0.2048
-0.2706	21.6371	-0.1104
-0.2704	21.6357	-0.1419
-0.2703	21.6371	-0.1183
-0.2700	21.6343	-0.1970
-0.2697	21.6387	-0.1341
-0.2696	21.6369	-0.1773
-0.2694	21.6328	-0.1930
-0.2694	21.6346	-0.1851
-0.2693	21.6400	-0.1380
-0.2693	21.6345	-0.2008
-0.2691	21.6369	-0.1537
-0.2690	21.6390	-0.1065
-0.2689	21.6366	-0.1301
-0.2689	21.6352	-0.1616
-0.2689	21.6369	-0.1222
-0.2689	21.6314	-0.2088
-0.2689	21.6366	-0.1458
-0.2688	21.6359	-0.1694
-0.2687	21.6383	-0.1144
-0.2676	21.6327	-0.2048
-0.2674	21.6362	-0.1498
-0.2673	21.6352	-0.1340
-0.2673	21.6378	-0.1419
-0.2672	21.6376	-0.1026
-0.2671	21.6339	-0.1970
-0.2671	21.6386	-0.1183
-0.2670	21.6349	-0.1104
-0.2669	21.6341	-0.1576
-0.2666	21.6362	-0.1261
-0.2664	21.6327	-0.1655
-0.2663	21.6315	-0.2127
-0.2663	21.6329	-0.1812
-0.2663	21.6314	-0.1891
-0.2660	21.6369	-0.1144
-0.2659	21.6271	-0.1733
-0.2657	21.6321	-0.1930
-0.2657	21.6339	-0.1773
-0.2656	21.6346	-0.1301
-0.2656	21.6358	-0.1537
-0.2655	21.6323	-0.2009
-0.2655	21.6322	-0.1851
-0.2655	21.6362	-0.1222
-0.2654	21.6358	-0.1065
-0.2653	21.6343	-0.1616
-0.2651	21.6247	-0.2087
-0.2649	21.6352	-0.1458
-0.2647	21.6355	-0.1380
-0.2647	21.6334	-0.1694
-0.2634	21.6306	-0.1970
-0.2632	21.6345	-0.1340
-0.2631	21.6290	-0.1891
-0.2631	21.6281	-0.1576
