Положение X	Положение Y	Положение Z
-0.2861	21.6310	-0.1963
-0.2859	21.6321	-0.1358
-0.2859	21.6316	-0.1531
-0.2854	21.6315	-0.1791
-0.2854	21.6307	-0.2050
-0.2849	21.6323	-0.1704
-0.2849	21.6296	-0.2136
-0.2849	21.6314	-0.1617
-0.2834	21.6364	-0.1141
-0.2832	21.6317	-0.1747
-0.2832	21.6320	-0.1833
-0.2831	21.6314	-0.1574
-0.2831	21.6333	-0.1661
-0.2827	21.6292	-0.1920
-0.2827	21.6326	-0.1314
-0.2826	21.6307	-0.2007
-0.2826	21.6279	-0.2092
-0.2823	21.6340	-0.1271
-0.2823	21.6317	-0.1964
-0.2819	21.6347	-0.1185
-0.2818	21.6305	-0.1790
-0.2817	21.6307	-0.1531
-0.2816	21.6305	-0.2050
-0.2816	21.6327	-0.1444
-0.2816	21.6324	-0.1358
-0.2815	21.6350	-0.1011
-0.2813	21.6344	-0.1098
-0.2812	21.6317	-0.1704
-0.2812	21.6285	-0.1877
-0.2811	21.6311	-0.1617
-0.2805	21.6365	-0.1141
-0.2799	21.6334	-0.1314
-0.2796	21.6284	-0.2136
-0.2795	21.6300	-0.1833
-0.2793	21.6278	-0.1920
-0.2793	21.6298	-0.1747
-0.2791	21.6243	-0.2092
-0.2790	21.6313	-0.1661
-0.2789	21.6310	-0.1574
-0.2789	21.6324	-0.1487
-0.2787	21.6297	-0.1228
-0.2786	21.6291	-0.2006
-0.2786	21.6318	-0.1401
-0.2783	21.6280	-0.1704
-0.2778	21.6303	-0.1444
-0.2778	21.6308	-0.1358
-0.2778	21.6287	-0.1790
-0.2775	21.6306	-0.1617
-0.2775	21.6327	-0.1185
-0.2774	21.6278	-0.2136
-0.2772	21.6337	-0.1098
-0.2772	21.6293	-0.2050
-0.2772	21.6287	-0.1963
-0.2770	21.6330	-0.1011
-0.2767	21.6294	-0.1530
-0.2764	21.6273	-0.1876
-0.2764	21.6338	-0.1271
-0.2756	21.6298	-0.1833
-0.2755	21.6334	-0.1141
-0.2753	21.6290	-0.2006
-0.2752	21.6266	-0.2092
-0.2751	21.6296	-0.1661
-0.2750	21.6320	-0.1228
-0.2749	21.6275	-0.1573
-0.2747	21.6299	-0.1401
-0.2742	21.6296	-0.1314
-0.2741	21.6293	-0.1487
-0.2740	21.6258	-0.1919
-0.2739	21.6324	-0.1098
-0.2736	21.6281	-0.1617
-0.2736	21.6247	-0.2135
-0.2734	21.6267	-0.1747
-0.2731	21.6321	-0.1011
-0.2731	21.6266	-0.2050
-0.2729	21.6254	-0.1703
-0.2727	21.6308	-0.1271
-0.2726	21.6271	-0.1963
-0.2724	21.6304	-0.1358
-0.2724	21.6281	-0.1877
-0.2722	21.6285	-0.1531
-0.2721	21.6276	-0.1790
-0.2719	21.6301	-0.1444
-0.2716	21.6312	-0.1185
-0.2713	21.6306	-0.1401
-0.2709	21.6274	-0.1573
-0.2707	21.6290	-0.1661
-0.2704	21.6242	-0.2092
-0.2703	21.6260	-0.2006
-0.2702	21.6319	-0.1054
-0.2701	21.6288	-0.1314
-0.2701	21.6257	-0.1919
-0.2701	21.6276	-0.1747
-0.2700	21.6284	-0.1487
-0.2698	21.6323	-0.1228
-0.2695	21.6322	-0.1141
-0.2693	21.6262	-0.1833
-0.2690	21.6298	-0.1270
-0.2683	21.6278	-0.1444
-0.2683	21.6276	-0.1531
-0.2682	21.6240	-0.1703
-0.2682	21.6291	-0.1184
-0.2681	21.6306	-0.1098
-0.2680	21.6312	-0.1011
-0.2680	21.6257	-0.2050
-0.2680	21.6281	-0.1617
-0.2680	21.6304	-0.1358
-0.2678	21.6240	-0.1790
-0.2676	21.6262	-0.1963
-0.2674	21.6238	-0.1876
-0.2669	21.6231	-0.1919
-0.2668	21.6259	-0.2006
-0.2667	21.6259	-0.1747
-0.2667	21.6223	-0.2135
-0.2666	21.6264	-0.1660
-0.2665	21.6247	-0.1487
-0.2664	21.6257	-0.1833
-0.2663	21.6265	-0.1573
-0.2663	21.6284	-0.1314
-0.2659	21.6295	-0.1054
-0.2659	21.6266	-0.1141
-0.2658	21.6278	-0.1400
-0.2658	21.6293	-0.1228
-0.2653	21.6230	-0.2092
-0.2649	21.6250	-0.1530
-0.2645	21.6236	-0.1876
-0.2642	21.6274	-0.1617
-0.2640	21.6300	-0.1011
-0.2640	21.6268	-0.1184
-0.2640	21.6283	-0.1098
-0.2639	21.6235	-0.1703
-0.2638	21.6282	-0.1357
-0.2637	21.6286	-0.1444
-0.2636	21.6247	-0.1790
-0.2636	21.6305	-0.1271
-0.2635	21.6235	-0.2049
-0.2634	21.6219	-0.2135
-0.2633	21.6245	-0.1660
-0.2627	21.6282	-0.1228
-0.2625	21.6272	-0.1487
-0.2625	21.6224	-0.1919
-0.2623	21.6244	-0.1963
-0.2623	21.6247	-0.2006
-0.2622	21.6221	-0.2092
-0.2622	21.6264	-0.1833
-0.2620	21.6292	-0.1054
-0.2620	21.6229	-0.1746
-0.2620	21.6242	-0.1573
-0.2616	21.6273	-0.1141
-0.2615	21.6260	-0.1314
-0.2615	21.6245	-0.1400
-0.2610	21.6271	-0.1184
-0.2606	21.6251	-0.1357
-0.2605	21.6279	-0.1444
-0.2602	21.6232	-0.1963
-0.2601	21.6215	-0.1876
-0.2601	21.6271	-0.1011
-0.2599	21.6237	-0.1703
