Положение X	Положение Y	Положение Z
-0.0303	21.6276	-0.1791
-0.0298	21.6287	-0.2441
-0.0297	21.6284	-0.2171
-0.0291	21.6298	-0.2387
-0.0286	21.6292	-0.2279
-0.0286	21.6279	-0.1738
-0.0286	21.6292	-0.1955
-0.0285	21.6266	-0.2495
-0.0273	21.6276	-0.2063
-0.0273	21.6270	-0.1846
-0.0270	21.6276	-0.2009
-0.0263	21.6259	-0.2116
-0.0262	21.6286	-0.2225
-0.0259	21.6270	-0.2333
-0.0258	21.6260	-0.2441
-0.0250	21.6253	-0.1791
-0.0248	21.6231	-0.1900
-0.0240	21.6257	-0.2279
-0.0237	21.6254	-0.1738
-0.0224	21.6253	-0.1791
-0.0223	21.6245	-0.2494
-0.0223	21.6260	-0.2062
-0.0220	21.6248	-0.2386
-0.0218	21.6219	-0.1845
-0.0217	21.6256	-0.1954
-0.0216	21.6253	-0.2170
-0.0214	21.6252	-0.2333
-0.0208	21.6237	-0.2440
-0.0199	21.6224	-0.2224
-0.0198	21.6239	-0.2116
-0.0197	21.6226	-0.1900
-0.0192	21.6243	-0.2008
-0.0187	21.6241	-0.2062
-0.0184	21.6212	-0.1845
-0.0181	21.6212	-0.2494
-0.0175	21.6207	-0.2170
-0.0175	21.6219	-0.1954
-0.0169	21.6226	-0.1738
-0.0169	21.6216	-0.2386
-0.0169	21.6199	-0.2278
-0.0147	21.6223	-0.2008
-0.0147	21.6220	-0.2224
-0.0147	21.6203	-0.1899
-0.0147	21.6203	-0.2115
-0.0144	21.6179	-0.1791
-0.0141	21.6191	-0.2332
-0.0136	21.6210	-0.2440
-0.0135	21.6176	-0.2494
-0.0130	21.6205	-0.1954
-0.0130	21.6197	-0.2386
-0.0127	21.6191	-0.1737
-0.0124	21.6186	-0.2278
-0.0115	21.6176	-0.1845
-0.0115	21.6179	-0.2170
-0.0110	21.6195	-0.2062
-0.0110	21.6191	-0.2115
-0.0107	21.6173	-0.2007
-0.0101	21.6185	-0.2224
-0.0100	21.6165	-0.1899
-0.0096	21.6175	-0.2332
-0.0090	21.6170	-0.2439
-0.0085	21.6156	-0.1790
-0.0074	21.6161	-0.2278
-0.0074	21.6156	-0.1737
-0.0070	21.6167	-0.2386
-0.0070	21.6142	-0.1845
-0.0070	21.6172	-0.2170
-0.0063	21.6149	-0.2061
-0.0061	21.6166	-0.2494
-0.0052	21.6152	-0.2332
-0.0052	21.6150	-0.1953
-0.0046	21.6159	-0.2439
-0.0045	21.6129	-0.1790
-0.0045	21.6163	-0.2224
-0.0036	21.6143	-0.2115
-0.0031	21.6143	-0.1899
-0.0028	21.6131	-0.2007
-0.0026	21.6121	-0.2169
-0.0024	21.6138	-0.1845
-0.0023	21.6132	-0.2493
-0.0021	21.6138	-0.2061
-0.0013	21.6122	-0.1953
-0.0008	21.6117	-0.2277
-0.0007	21.6134	-0.1737
-0.0005	21.6129	-0.2385
0.0002	21.6125	-0.2223
0.0007	21.6108	-0.1790
0.0014	21.6097	-0.2007
0.0015	21.6127	-0.1899
0.0015	21.6129	-0.2115
0.0018	21.6125	-0.2331
0.0023	21.6114	-0.2439
0.0027	21.6088	-0.2493
0.0034	21.6111	-0.1844
0.0041	21.6110	-0.1737
0.0041	21.6099	-0.2385
0.0046	21.6101	-0.2277
0.0046	21.6076	-0.1952
0.0046	21.6121	-0.2169
0.0052	21.6102	-0.2061
0.0054	21.6110	-0.2115
0.0057	21.6076	-0.2007
0.0061	21.6087	-0.2439
0.0062	21.6081	-0.1898
0.0071	21.6077	-0.2331
0.0074	21.6089	-0.2223
0.0077	21.6063	-0.1790
0.0083	21.6070	-0.2385
0.0087	21.6065	-0.1736
0.0089	21.6054	-0.1952
0.0095	21.6057	-0.2168
0.0099	21.6063	-0.2277
0.0100	21.6057	-0.2493
0.0101	21.6063	-0.2060
0.0106	21.6048	-0.1844
0.0116	21.6067	-0.2438
0.0116	21.6049	-0.1790
0.0117	21.6055	-0.2223
0.0120	21.6054	-0.2331
0.0128	21.6040	-0.2114
0.0130	21.6050	-0.1898
0.0134	21.6043	-0.2006
0.0135	21.6038	-0.1952
0.0137	21.6041	-0.2168
0.0141	21.6025	-0.2060
0.0149	21.6028	-0.1844
0.0152	21.6052	-0.2277
0.0155	21.6027	-0.2492
0.0155	21.6052	-0.1736
0.0156	21.6042	-0.2384
0.0163	21.6035	-0.2222
0.0169	21.6018	-0.1789
0.0170	21.6007	-0.2330
0.0176	21.6027	-0.2114
0.0181	21.6014	-0.1898
0.0183	21.6024	-0.2006
0.0185	21.6013	-0.2438
0.0187	21.6030	-0.1952
0.0198	21.5995	-0.2276
0.0198	21.6005	-0.2492
0.0200	21.6007	-0.1736
0.0208	21.5975	-0.1843
0.0209	21.6008	-0.2168
0.0210	21.6013	-0.2384
0.0214	21.5984	-0.2060
0.0216	21.5984	-0.2113
0.0217	21.5986	-0.2006
0.0223	21.5983	-0.1898
0.0228	21.5979	-0.2437
0.0233	21.5991	-0.1789
0.0236	21.5991	-0.2330
0.0237	21.5990	-0.2222
0.0246	21.5986	-0.2383
0.0246	21.5989	-0.1735
0.0253	21.5990	-0.2168
0.0256	21.5945	-0.2491
0.0257	21.5968	-0.2060
0.0257	21.5971	-0.1843
0.0262	21.5978	-0.2276
0.0277	21.5952	-0.2437
0.0278	21.5964	-0.2222
0.0279	21.5956	-0.2330
0.0280	21.5947	-0.1789
0.0280	21.5960	-0.1897
0.0287	21.5945	-0.2113
0.0300	21.5937	-0.1843
0.0300	21.5937	-0.2005
0.0303	21.5933	-0.2167
0.0308	21.5958	-0.2275
0.0316	21.5942	-0.1735
0.0316	21.5945	-0.2059
0.0319	21.5948	-0.2383
0.0321	21.5935	-0.2491
0.0326	21.5942	-0.1897
0.0329	21.5962	-0.2222
0.0331	21.5941	-0.2329
0.0332	21.5931	-0.1789
0.0335	21.5929	-0.2437
0.0336	21.5936	-0.2113
0.0345	21.5919	-0.2005
0.0357	21.5927	-0.2275
0.0358	21.5908	-0.1843
0.0361	21.5925	-0.1735
0.0365	21.5903	-0.2491
0.0368	21.5910	-0.2383
0.0370	21.5909	-0.2167
0.0371	21.5905	-0.2059
0.0377	21.5901	-0.2113
0.0381	21.5920	-0.2005
0.0385	21.5904	-0.2436
0.0388	21.5895	-0.1788
0.0393	21.5897	-0.1897
0.0397	21.5894	-0.2329
0.0404	21.5894	-0.2221
0.0407	21.5880	-0.2490
0.0407	21.5909	-0.2383
0.0412	21.5882	-0.2274
0.0414	21.5881	-0.1735
0.0419	21.5901	-0.2167
0.0420	21.5874	-0.2058
0.0424	21.5878	-0.1788
0.0438	21.5857	-0.1842
0.0439	21.5884	-0.2436
0.0449	21.5861	-0.2329
0.0449	21.5877	-0.2221
0.0454	21.5869	-0.1897
0.0455	21.5863	-0.2112
0.0460	21.5845	-0.2004
0.0468	21.5854	-0.2166
0.0477	21.5858	-0.1842
0.0478	21.5837	-0.2058
0.0478	21.5847	-0.1735
0.0480	21.5845	-0.2382
0.0483	21.5845	-0.2274
0.0484	21.5818	-0.2490
0.0489	21.5865	-0.2221
0.0491	21.5831	-0.1896
0.0493	21.5851	-0.2328
0.0500	21.5835	-0.2112
0.0504	21.5822	-0.2436
0.0507	21.5826	-0.1788
0.0508	21.5832	-0.2004
0.0520	21.5808	-0.2166
0.0524	21.5826	-0.2274
0.0524	21.5831	-0.1734
0.0526	21.5820	-0.2058
0.0529	21.5802	-0.2490
0.0529	21.5817	-0.2382
0.0538	21.5799	-0.1842
0.0539	21.5815	-0.2112
0.0547	21.5815	-0.1896
0.0553	21.5819	-0.2436
0.0554	21.5814	-0.2004
0.0556	21.5807	-0.1788
0.0559	21.5804	-0.2328
0.0559	21.5809	-0.2220
0.0562	21.5785	-0.2489
0.0569	21.5796	-0.2382
0.0569	21.5805	-0.2274
0.0575	21.5780	-0.1734
0.0578	21.5789	-0.2058
0.0584	21.5783	-0.1842
0.0592	21.5793	-0.2166
0.0600	21.5783	-0.2004
0.0600	21.5773	-0.2435
0.0601	21.5773	-0.2219
0.0604	21.5780	-0.1788
0.0605	21.5791	-0.2328
0.0612	21.5770	-0.1896
0.0614	21.5780	-0.2111
