Положение X	Положение Y	Положение Z
0.4288	21.6529	-0.2059
0.4309	21.6470	-0.1980
0.4311	21.6499	-0.2059
0.4321	21.6493	-0.1823
0.4321	21.6501	-0.1665
0.4324	21.6488	-0.1902
0.4325	21.6498	-0.2216
0.4329	21.6482	-0.1743
0.4330	21.6487	-0.2137
0.4333	21.6472	-0.2295
0.4345	21.6490	-0.1901
0.4359	21.6468	-0.2216
0.4361	21.6473	-0.1665
0.4362	21.6466	-0.1744
0.4365	21.6467	-0.2137
0.4366	21.6464	-0.2059
0.4369	21.6466	-0.1823
0.4370	21.6467	-0.1980
0.4372	21.6468	-0.2295
0.4388	21.6453	-0.2295
0.4394	21.6441	-0.1744
0.4396	21.6477	-0.2137
0.4397	21.6460	-0.1665
0.4398	21.6446	-0.1980
0.4400	21.6456	-0.1823
0.4403	21.6432	-0.2058
0.4406	21.6435	-0.2216
0.4413	21.6458	-0.1901
0.4417	21.6442	-0.1704
0.4419	21.6440	-0.1783
0.4433	21.6427	-0.1980
0.4437	21.6429	-0.1901
0.4438	21.6453	-0.1822
0.4438	21.6424	-0.2058
0.4439	21.6447	-0.1665
0.4441	21.6412	-0.2216
0.4445	21.6428	-0.2137
0.4447	21.6420	-0.1743
0.4449	21.6406	-0.2294
0.4456	21.6436	-0.1704
0.4458	21.6420	-0.1783
0.4459	21.6429	-0.2333
0.4460	21.6403	-0.2097
0.4460	21.6420	-0.2176
0.4472	21.6419	-0.1901
0.4476	21.6402	-0.2058
0.4476	21.6411	-0.2216
0.4478	21.6392	-0.2294
0.4481	21.6389	-0.1822
0.4481	21.6398	-0.1743
0.4481	21.6407	-0.2136
0.4483	21.6410	-0.1664
0.4486	21.6406	-0.2097
0.4489	21.6401	-0.1783
0.4492	21.6393	-0.1979
0.4494	21.6391	-0.2176
0.4494	21.6393	-0.2019
0.4494	21.6397	-0.1704
0.4494	21.6405	-0.2255
0.4494	21.6407	-0.1940
0.4496	21.6395	-0.2334
0.4498	21.6398	-0.1861
0.4505	21.6385	-0.1743
0.4510	21.6392	-0.1821
0.4511	21.6366	-0.2294
0.4514	21.6382	-0.2136
0.4515	21.6406	-0.1664
0.4519	21.6401	-0.2058
0.4520	21.6359	-0.1979
0.4524	21.6366	-0.2215
0.4528	21.6367	-0.1861
0.4528	21.6384	-0.2176
0.4528	21.6385	-0.1704
0.4528	21.6380	-0.1940
0.4528	21.6378	-0.2018
0.4529	21.6380	-0.1901
0.4530	21.6367	-0.2333
0.4531	21.6355	-0.2254
0.4536	21.6379	-0.2097
0.4536	21.6379	-0.1782
0.4549	21.6360	-0.2058
0.4550	21.6360	-0.1979
0.4553	21.6367	-0.1901
0.4554	21.6372	-0.1664
0.4559	21.6348	-0.1821
0.4560	21.6358	-0.2176
0.4561	21.6352	-0.1742
0.4561	21.6379	-0.2136
0.4561	21.6383	-0.1704
0.4562	21.6344	-0.2215
0.4562	21.6354	-0.2333
0.4564	21.6343	-0.2293
0.4568	21.6357	-0.2097
0.4569	21.6360	-0.1782
0.4571	21.6327	-0.1861
0.4576	21.6340	-0.2018
0.4576	21.6341	-0.2254
0.4579	21.6371	-0.1940
