Положение X	Положение Y	Положение Z
0.1240	21.6664	-0.1910
0.1241	21.6653	-0.2110
0.1241	21.6633	-0.2243
0.1244	21.6625	-0.2042
0.1244	21.6643	-0.2176
0.1247	21.6633	-0.1576
0.1248	21.6665	-0.1976
0.1272	21.6613	-0.1576
0.1272	21.6621	-0.1643
0.1272	21.6543	-0.2175
0.1272	21.6626	-0.1976
0.1272	21.6518	-0.2041
0.1273	21.6579	-0.2242
0.1273	21.6581	-0.1909
0.1273	21.6664	-0.1510
0.1274	21.6571	-0.1709
0.1275	21.6573	-0.2109
0.1276	21.6567	-0.1775
0.1278	21.6587	-0.1842
0.1279	21.6611	-0.1442
0.1282	21.6590	-0.1376
0.1284	21.6527	-0.1808
0.1293	21.6460	-0.2274
0.1299	21.6449	-0.2207
0.1300	21.6456	-0.2108
0.1303	21.6518	-0.1841
0.1303	21.6548	-0.1509
0.1303	21.6478	-0.2041
0.1304	21.6482	-0.2175
0.1305	21.6614	-0.1176
0.1305	21.6691	-0.1043
0.1305	21.6605	-0.1309
0.1306	21.6630	-0.1109
0.1306	21.6523	-0.1575
0.1306	21.6567	-0.1442
0.1307	21.6496	-0.1975
0.1307	21.6551	-0.1642
0.1307	21.6592	-0.1243
0.1308	21.6529	-0.1775
0.1309	21.6520	-0.1908
0.1309	21.6446	-0.2241
0.1312	21.6465	-0.2074
0.1313	21.6491	-0.1709
0.1319	21.6379	-0.2140
0.1320	21.6494	-0.2008
0.1323	21.6556	-0.1375
0.1324	21.6464	-0.1808
0.1326	21.6455	-0.1742
0.1327	21.6431	-0.2207
0.1327	21.6492	-0.1475
0.1328	21.6462	-0.1675
0.1328	21.6521	-0.1608
0.1328	21.6539	-0.1409
0.1328	21.6412	-0.1940
0.1329	21.6331	-0.2273
0.1329	21.6500	-0.1275
0.1330	21.6521	-0.1209
0.1331	21.6569	-0.1142
0.1335	21.6369	-0.2240
0.1336	21.6412	-0.1774
0.1338	21.6541	-0.1043
0.1338	21.6426	-0.1841
0.1339	21.6413	-0.1708
0.1339	21.6399	-0.1907
0.1340	21.6467	-0.1441
0.1340	21.6376	-0.1974
0.1340	21.6469	-0.1241
0.1341	21.6412	-0.1574
0.1342	21.6311	-0.2173
0.1342	21.6507	-0.1109
0.1343	21.6399	-0.2040
0.1343	21.6356	-0.2107
0.1345	21.6456	-0.1308
0.1346	21.6370	-0.1374
0.1346	21.6375	-0.1641
0.1347	21.6464	-0.1508
0.1349	21.6366	-0.2073
0.1350	21.6502	-0.1176
0.1354	21.6353	-0.2206
0.1355	21.6318	-0.2006
0.1356	21.6276	-0.2139
0.1357	21.6342	-0.1807
0.1357	21.6352	-0.1674
0.1358	21.6439	-0.1142
0.1358	21.6390	-0.1541
0.1358	21.6406	-0.1408
0.1358	21.6303	-0.2273
0.1359	21.6399	-0.1208
0.1361	21.6401	-0.1274
0.1362	21.6435	-0.1342
0.1363	21.6362	-0.1940
0.1363	21.6412	-0.1474
0.1363	21.6317	-0.1740
0.1364	21.6396	-0.1608
0.1366	21.6315	-0.2239
0.1368	21.6316	-0.1907
0.1368	21.6440	-0.1241
0.1370	21.6345	-0.1641
0.1371	21.6405	-0.1508
0.1371	21.6355	-0.1574
0.1371	21.6280	-0.2173
0.1372	21.6395	-0.1441
0.1373	21.6387	-0.1175
0.1373	21.6392	-0.1308
0.1374	21.6455	-0.1108
0.1375	21.6433	-0.1042
0.1375	21.6233	-0.2039
0.1376	21.6348	-0.1374
0.1377	21.6285	-0.1773
0.1377	21.6397	-0.1208
0.1378	21.6275	-0.2106
0.1378	21.6286	-0.1707
0.1381	21.6269	-0.1973
0.1382	21.6290	-0.1839
0.1385	21.6295	-0.1540
0.1386	21.6245	-0.2072
0.1386	21.6301	-0.1673
0.1386	21.6328	-0.1274
0.1387	21.6314	-0.1607
0.1387	21.6381	-0.1408
0.1389	21.6231	-0.1939
0.1390	21.6205	-0.2272
0.1390	21.6210	-0.2138
0.1390	21.6320	-0.1474
0.1391	21.6253	-0.2006
0.1392	21.6298	-0.1806
0.1392	21.6365	-0.1341
0.1393	21.6296	-0.1141
0.1398	21.6304	-0.1740
0.1398	21.6292	-0.1108
0.1400	21.6206	-0.2105
0.1400	21.6218	-0.2205
0.1400	21.6242	-0.1839
0.1401	21.6182	-0.2172
0.1401	21.6303	-0.1440
0.1401	21.6270	-0.1507
0.1402	21.6322	-0.1308
0.1402	21.6282	-0.1174
0.1402	21.6235	-0.1773
0.1402	21.6251	-0.2039
0.1404	21.6186	-0.1905
0.1404	21.6190	-0.1640
0.1407	21.6250	-0.1240
0.1407	21.6330	-0.1042
0.1409	21.6149	-0.2238
0.1411	21.6284	-0.1374
0.1412	21.6208	-0.1706
0.1414	21.6222	-0.1573
0.1417	21.6250	-0.1340
0.1421	21.6162	-0.1972
