Положение X	Положение Y	Положение Z
-0.0174	21.6436	-0.2449
-0.0117	21.6460	-0.1769
-0.0107	21.5937	-0.1919
-0.0072	21.6154	-0.1921
-0.0058	21.6488	-0.2141
-0.0043	21.6220	-0.1922
-0.0032	21.6447	-0.1769
-0.0031	21.6458	-0.1955
-0.0029	21.6466	-0.1893
-0.0028	21.6467	-0.2203
-0.0028	21.6459	-0.2079
-0.0027	21.6451	-0.2264
-0.0027	21.6441	-0.2449
-0.0026	21.6442	-0.2387
-0.0024	21.6450	-0.2017
-0.0024	21.6447	-0.1831
-0.0023	21.6469	-0.2326
-0.0022	21.6405	-0.2140
-0.0017	21.6257	-0.1922
-0.0013	21.6392	-0.1985
-0.0010	21.6371	-0.2047
0.0000	21.6355	-0.1768
0.0001	21.6356	-0.2201
0.0001	21.6346	-0.1954
0.0002	21.6341	-0.2448
0.0002	21.6365	-0.2016
0.0002	21.6352	-0.2078
0.0003	21.6343	-0.1892
0.0005	21.6344	-0.1830
0.0006	21.6336	-0.2386
0.0007	21.6287	-0.2262
0.0008	21.6269	-0.2139
0.0009	21.6328	-0.2324
0.0016	21.6280	-0.2046
0.0017	21.6252	-0.2478
0.0018	21.6351	-0.2109
0.0019	21.6235	-0.1922
0.0019	21.6287	-0.2170
0.0021	21.6255	-0.1984
0.0031	21.6240	-0.1829
0.0031	21.6258	-0.2323
0.0032	21.6248	-0.2447
0.0033	21.6233	-0.2077
0.0033	21.6236	-0.2015
0.0035	21.6237	-0.2385
0.0037	21.6204	-0.2138
0.0037	21.6214	-0.1891
0.0037	21.6221	-0.2261
0.0039	21.6204	-0.2199
0.0039	21.6219	-0.1767
0.0039	21.6190	-0.1952
0.0040	21.6224	-0.2231
0.0041	21.6186	-0.1705
0.0043	21.6144	-0.2477
0.0044	21.6183	-0.1984
0.0046	21.6194	-0.2416
0.0047	21.6136	-0.1921
0.0048	21.6184	-0.2354
0.0049	21.6177	-0.2169
0.0049	21.6169	-0.2045
0.0049	21.6179	-0.1798
0.0050	21.6187	-0.2292
0.0051	21.6169	-0.2107
0.0064	21.6097	-0.1705
0.0064	21.6104	-0.2137
0.0064	21.6118	-0.2260
0.0065	21.6134	-0.2322
0.0066	21.6118	-0.2384
0.0068	21.6093	-0.2013
0.0068	21.6145	-0.2446
0.0070	21.6084	-0.2075
0.0070	21.6071	-0.1951
0.0070	21.6080	-0.1890
0.0070	21.6083	-0.1828
0.0070	21.6092	-0.2198
0.0070	21.6132	-0.1766
0.0071	21.6085	-0.1643
0.0071	21.6110	-0.2415
0.0073	21.6081	-0.2168
0.0073	21.6135	-0.2106
0.0073	21.6065	-0.1612
0.0076	21.6026	-0.1920
0.0076	21.6107	-0.2353
0.0076	21.6049	-0.2476
0.0076	21.6087	-0.2229
0.0077	21.6067	-0.2044
0.0077	21.6079	-0.1797
0.0079	21.6059	-0.1859
0.0079	21.6077	-0.1983
0.0079	21.6084	-0.2291
0.0089	21.6028	-0.2198
0.0092	21.6006	-0.1642
0.0093	21.6016	-0.2260
0.0093	21.5992	-0.2136
0.0095	21.5977	-0.1704
0.0095	21.5987	-0.2012
0.0096	21.6011	-0.2383
0.0097	21.5969	-0.1827
0.0097	21.6007	-0.1765
0.0097	21.6011	-0.2321
0.0098	21.5975	-0.1580
0.0098	21.5986	-0.1951
0.0098	21.5969	-0.1889
0.0098	21.5996	-0.2444
0.0100	21.5980	-0.2074
0.0102	21.5972	-0.2043
0.0104	21.5970	-0.1796
0.0104	21.5985	-0.2352
0.0105	21.5949	-0.2475
0.0105	21.5961	-0.1611
0.0106	21.5989	-0.2228
0.0108	21.5966	-0.2413
0.0108	21.5982	-0.2290
0.0109	21.5944	-0.1672
0.0110	21.5967	-0.2166
0.0110	21.5954	-0.1733
0.0111	21.5918	-0.1858
0.0111	21.5930	-0.2104
0.0111	21.5949	-0.1981
0.0111	21.5927	-0.1919
0.0123	21.5901	-0.2258
0.0123	21.5914	-0.1641
0.0123	21.5916	-0.2320
0.0123	21.5919	-0.2443
0.0124	21.5891	-0.1826
0.0124	21.5874	-0.2135
0.0125	21.5862	-0.1517
0.0125	21.5873	-0.1579
0.0126	21.5881	-0.1888
0.0126	21.5856	-0.1949
0.0126	21.5867	-0.1764
0.0126	21.5903	-0.2381
0.0130	21.5875	-0.2196
0.0132	21.5876	-0.1981
0.0134	21.5845	-0.1703
0.0135	21.5861	-0.1610
0.0135	21.5858	-0.1857
0.0136	21.5850	-0.2011
0.0137	21.5837	-0.1671
0.0137	21.5837	-0.1918
0.0139	21.5858	-0.2104
0.0139	21.5846	-0.2073
0.0140	21.5832	-0.1733
0.0140	21.5856	-0.2165
0.0141	21.5868	-0.2351
0.0141	21.5817	-0.2473
0.0142	21.5827	-0.2042
0.0142	21.5846	-0.2289
0.0142	21.5846	-0.2412
0.0142	21.5842	-0.1795
0.0148	21.5815	-0.2226
0.0152	21.5799	-0.1949
0.0153	21.5778	-0.1764
0.0154	21.5756	-0.1456
