Положение X	Положение Y	Положение Z
-0.0284	21.6487	-0.1777
-0.0280	21.6494	-0.1863
-0.0261	21.6483	-0.2469
-0.0259	21.6467	-0.2080
-0.0255	21.6479	-0.2166
-0.0255	21.6483	-0.2036
-0.0253	21.6466	-0.1776
-0.0252	21.6491	-0.1863
-0.0248	21.6463	-0.2122
-0.0248	21.6441	-0.1690
-0.0247	21.6487	-0.2383
-0.0245	21.6451	-0.2295
-0.0245	21.6479	-0.2209
-0.0235	21.6461	-0.1949
-0.0220	21.6434	-0.2165
-0.0217	21.6473	-0.1993
-0.0215	21.6429	-0.2252
-0.0214	21.6443	-0.2382
-0.0214	21.6425	-0.2079
-0.0212	21.6437	-0.2425
-0.0212	21.6428	-0.1906
-0.0205	21.6419	-0.1862
-0.0205	21.6417	-0.1949
-0.0204	21.6417	-0.2295
-0.0204	21.6414	-0.2209
-0.0203	21.6411	-0.2468
-0.0201	21.6407	-0.1689
-0.0201	21.6431	-0.2036
-0.0201	21.6407	-0.1776
-0.0196	21.6410	-0.2122
-0.0178	21.6364	-0.2079
-0.0177	21.6389	-0.2425
-0.0175	21.6395	-0.1905
-0.0175	21.6385	-0.2251
-0.0175	21.6381	-0.1992
-0.0174	21.6384	-0.2165
-0.0173	21.6386	-0.2338
-0.0173	21.6377	-0.1732
-0.0168	21.6362	-0.1819
-0.0165	21.6364	-0.1948
-0.0164	21.6369	-0.2208
-0.0161	21.6391	-0.2035
-0.0161	21.6380	-0.2468
-0.0161	21.6346	-0.1689
-0.0160	21.6367	-0.1862
-0.0158	21.6362	-0.2294
-0.0155	21.6365	-0.2382
-0.0155	21.6354	-0.2122
-0.0150	21.6372	-0.1776
-0.0140	21.6354	-0.1992
-0.0134	21.6332	-0.1818
-0.0133	21.6339	-0.2164
-0.0133	21.6329	-0.1905
-0.0132	21.6332	-0.2337
-0.0132	21.6330	-0.2251
-0.0128	21.6317	-0.2078
-0.0126	21.6326	-0.2424
-0.0126	21.6319	-0.1645
-0.0125	21.6320	-0.1732
-0.0124	21.6330	-0.2467
-0.0123	21.6327	-0.2035
-0.0123	21.6323	-0.2208
-0.0123	21.6327	-0.1862
-0.0119	21.6320	-0.1689
-0.0119	21.6303	-0.1602
-0.0118	21.6321	-0.2121
-0.0115	21.6320	-0.2294
-0.0113	21.6320	-0.2381
-0.0112	21.6311	-0.1948
-0.0104	21.6309	-0.1775
-0.0096	21.6300	-0.1731
-0.0096	21.6293	-0.2164
-0.0096	21.6284	-0.2337
-0.0092	21.6285	-0.1904
-0.0092	21.6282	-0.2294
-0.0089	21.6278	-0.2078
-0.0089	21.6257	-0.1644
-0.0088	21.6279	-0.2251
-0.0087	21.6287	-0.2423
-0.0086	21.6275	-0.1991
-0.0085	21.6283	-0.2380
-0.0084	21.6265	-0.1818
-0.0075	21.6272	-0.1775
-0.0071	21.6268	-0.1688
-0.0071	21.6262	-0.1948
-0.0070	21.6255	-0.2467
-0.0069	21.6280	-0.2034
-0.0069	21.6255	-0.1861
-0.0067	21.6268	-0.2121
-0.0062	21.6253	-0.2207
-0.0060	21.6245	-0.1601
-0.0052	21.6242	-0.1904
-0.0049	21.6247	-0.2423
-0.0049	21.6232	-0.2077
-0.0049	21.6238	-0.2250
-0.0046	21.6219	-0.1644
-0.0044	21.6232	-0.1991
-0.0043	21.6240	-0.2163
-0.0042	21.6222	-0.1818
-0.0041	21.6224	-0.2336
-0.0039	21.6230	-0.1731
-0.0038	21.6210	-0.1688
-0.0037	21.6224	-0.1947
-0.0034	21.6224	-0.2120
-0.0034	21.6211	-0.2034
-0.0032	21.6198	-0.1601
-0.0030	21.6193	-0.2206
-0.0029	21.6205	-0.1860
-0.0028	21.6198	-0.2293
-0.0026	21.6209	-0.2379
-0.0024	21.6212	-0.1774
-0.0021	21.6204	-0.2466
-0.0011	21.6184	-0.1817
-0.0007	21.6200	-0.1644
-0.0006	21.6198	-0.1990
-0.0004	21.6186	-0.2422
-0.0004	21.6193	-0.2249
-0.0003	21.6180	-0.2336
-0.0003	21.6177	-0.1558
0.0000	21.6180	-0.1903
0.0000	21.6169	-0.2077
0.0001	21.6177	-0.1730
0.0001	21.6176	-0.2163
0.0004	21.6160	-0.1860
0.0005	21.6177	-0.2206
0.0006	21.6172	-0.2033
0.0006	21.6188	-0.2466
0.0009	21.6169	-0.2292
0.0011	21.6157	-0.1601
0.0011	21.6165	-0.2120
0.0013	21.6170	-0.1774
0.0017	21.6150	-0.1687
0.0020	21.6156	-0.2379
0.0024	21.6157	-0.1947
0.0033	21.6138	-0.2335
0.0036	21.6140	-0.1730
0.0036	21.6118	-0.2248
0.0040	21.6123	-0.2076
0.0040	21.6141	-0.2162
0.0041	21.6141	-0.1644
0.0042	21.6121	-0.1558
0.0043	21.6135	-0.1903
