Положение X	Положение Y	Положение Z
0.4721	21.6691	-0.1949
0.4721	21.6693	-0.1624
0.4722	21.6683	-0.1876
0.4722	21.6683	-0.1660
0.4723	21.6692	-0.2165
0.4725	21.6675	-0.2238
0.4726	21.6685	-0.2093
0.4727	21.6721	-0.1588
0.4728	21.6664	-0.2310
0.4729	21.6667	-0.2021
0.4731	21.6669	-0.1732
0.4753	21.6584	-0.1623
0.4756	21.6623	-0.1732
0.4757	21.6621	-0.1660
0.4757	21.6628	-0.2093
0.4757	21.6633	-0.2382
0.4757	21.6632	-0.2237
0.4758	21.6623	-0.2165
0.4759	21.6635	-0.2021
0.4760	21.6619	-0.1804
0.4763	21.6614	-0.1948
0.4764	21.6618	-0.1876
0.4768	21.6610	-0.2309
0.4768	21.6649	-0.1587
0.4782	21.6570	-0.1767
0.4787	21.6571	-0.1622
0.4791	21.6576	-0.1731
0.4793	21.6554	-0.2309
0.4797	21.6519	-0.1586
0.4797	21.6537	-0.1875
0.4798	21.6527	-0.2020
0.4800	21.6546	-0.2381
0.4800	21.6543	-0.2164
0.4802	21.6543	-0.2092
0.4802	21.6544	-0.1659
0.4803	21.6527	-0.1947
0.4804	21.6550	-0.1803
0.4806	21.6534	-0.2236
0.4809	21.6555	-0.1695
0.4813	21.6494	-0.2417
0.4813	21.6501	-0.1767
0.4820	21.6479	-0.1983
0.4820	21.6495	-0.2055
0.4820	21.6501	-0.2272
0.4820	21.6512	-0.1911
0.4821	21.6522	-0.2128
0.4823	21.6514	-0.2344
0.4823	21.6532	-0.1622
0.4825	21.6516	-0.2200
0.4826	21.6524	-0.1659
0.4827	21.6489	-0.1875
0.4828	21.6515	-0.2308
0.4829	21.6511	-0.2164
0.4830	21.6475	-0.1947
0.4830	21.6517	-0.1586
0.4830	21.6516	-0.2020
0.4832	21.6481	-0.2236
0.4832	21.6499	-0.1803
0.4834	21.6499	-0.2092
0.4836	21.6496	-0.2381
0.4837	21.6490	-0.1731
0.4843	21.6487	-0.1694
0.4850	21.6465	-0.2344
0.4850	21.6452	-0.2416
0.4851	21.6454	-0.1766
0.4852	21.6474	-0.1622
0.4853	21.6467	-0.2199
0.4854	21.6456	-0.2055
0.4854	21.6466	-0.2127
0.4854	21.6453	-0.1910
0.4857	21.6439	-0.2271
0.4857	21.6439	-0.1983
0.4859	21.6438	-0.2163
0.4859	21.6423	-0.1838
0.4860	21.6429	-0.1730
0.4861	21.6436	-0.2091
0.4862	21.6453	-0.2380
0.4862	21.6456	-0.1658
0.4863	21.6417	-0.1946
0.4864	21.6440	-0.2019
0.4864	21.6446	-0.2235
0.4865	21.6442	-0.1802
0.4867	21.6430	-0.2308
0.4867	21.6436	-0.1874
0.4874	21.6439	-0.1586
0.4880	21.6452	-0.1694
0.4883	21.6393	-0.1837
0.4883	21.6411	-0.2127
0.4884	21.6408	-0.2343
0.4885	21.6396	-0.1983
0.4890	21.6381	-0.2415
0.4892	21.6375	-0.2054
0.4893	21.6378	-0.1766
0.4893	21.6390	-0.2271
0.4893	21.6420	-0.1621
0.4893	21.6395	-0.2199
0.4896	21.6382	-0.1910
0.4896	21.6380	-0.1730
0.4897	21.6361	-0.2307
0.4900	21.6350	-0.1873
0.4900	21.6399	-0.1585
0.4902	21.6371	-0.2162
0.4903	21.6369	-0.2090
0.4904	21.6354	-0.1946
0.4905	21.6368	-0.2379
0.4906	21.6373	-0.1802
0.4906	21.6369	-0.2018
0.4907	21.6374	-0.2235
0.4909	21.6396	-0.1658
0.4919	21.6317	-0.1837
0.4921	21.6328	-0.2054
0.4921	21.6357	-0.2271
0.4923	21.6336	-0.1765
0.4924	21.6317	-0.2198
0.4925	21.6345	-0.1621
0.4925	21.6324	-0.1982
0.4926	21.6348	-0.2126
